"","p001_Gop_NR","p002_Gop_R","p003_Gop_NR","p004_Gop_R","p005_Gop_NR","p006_Gop_R","p007_Gop_R","p008_Gop_NR","p009_Gop_NR","p010_Gop_NR","p011_Gop_NR","p012_Gop_R","p013_Gop_R","p014_Gop_NR","p015_Gop_R","p016_Gop_NR","p017_Gop_R","p018_Gop_R","p019_Gop_NR","p020_Gop_R","p021_Gop_R","p022_Gop_R","p023_Gop_R","p024_Gop_NR","p025_Gop_R","p071_Fra_NR","p072_Fra_R","p065_Fra_NR","p066_Fra_R","p067_Fra_R","p068_Fra_R","p069_Fra_NR","p070_Fra_R","p093_Fra_R","p103_Fra_R","p102_Fra_R","p101_Fra_R","p100_Fra_NR","p090_Fra_NR","p089_Fra_NR","p082_Fra_NR","p081_Fra_R","p084_Fra_NR","p083_Fra_NR","p086_Fra_NR","p085_Fra_NR","p088_Fra_R","p087_Fra_NR","p098_Fra_NR","p099_Fra_NR","p092_Fra_NR","p076_Fra_NR","p077_Fra_NR","p078_Fra_R","p073_Fra_NR","p074_Fra_R","p075_Fra_NR","p096_Fra_R","p097_Fra_R","p094_Fra_R","p095_Fra_NR","p079_Fra_R","p080_Fra_R","p091_Fra_R","p039_Mat_NR","p053_Mat_R","p032_Mat_R","p029_Mat_NR","p030_Mat_NR","p031_Mat_NR","p033_Mat_NR","p038_Mat_NR","p055_Mat_NR","p059_Mat_NR","p027_Mat_R","p026_Mat_NR","p064_Mat_NR","p042_Mat_NR","p028_Mat_NR","p051_Mat_R","p047_Mat_R","p046_Mat_NR","p044_Mat_R","p045_Mat_NR","p048_Mat_R","p054_Mat_NR","p057_Mat_R","p056_Mat_NR","p050_Mat_NR","p058_Mat_R","p061_Mat_R","p060_Mat_R","p062_Mat_NR","p052_Mat_R","p063_Mat_R","p035_Mat_NR","p049_Mat_NR","p037_Mat_R","p034_Mat_NR","p036_Mat_NR","p040_Mat_R","p043_Mat_NR","p041_Mat_NR","p005_Val_NR","p006_Val_NR","p007_Val_R","p026_Val_NR","p018_Val_R","p019_Val_R","p003_Val_R","p004_Val_NR","p001_Val_NR","p002_Val_R","p021_Val_R","p020_Val_NR","p024_Val_R","p027_Val_R","p023_Val_R","p022_Val_R","p015_Val_R","p014_Val_NR","p017_Val_R","p016_Val_NR","p011_Val_R","p010_Val_R","p013_Val_R","p012_Val_R","p009_Val_NR","p008_Val_R","p025_Val_R"
"meta_mOTU_v2_5804",0,0,0,0,0,0,0,0,0,0,0,0,0.324876419974281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762258013611507,0,0,0,0.120869028696382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720344825731059,0,0,0,0.19339510092681,0,0,0,0,0,2.2001948869071,0,0,0,0,0,0,0,0,0,0,0,0.226779791839871,0,0,0.175246413023053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148971081756753,0,0,0,0,0,0,0,0.584842301175918,0,0.586408811660221
"meta_mOTU_v2_5805",0,1.60557103827991,0,0.282510684304863,0.843236935095625,0,0,2.02656751303342,1.35709399746461,0,0.791935011830081,0,0.171563703627458,1.23973692074087,0,0,0,0.752823866116613,1.49476469174958,2.20268222636026,0.960566417142251,0.269312622754307,1.29158222443538,0,0,3.12097859094323,0.766918469610263,0,1.04325627313164,2.75484457970348,0.0784309116061332,1.07795810963508,0,2.79631553119729,0,4.23964140257539,1.00015684025029,0,0.209738067668012,2.41707550977804,1.82452111057999,4.85658876820082,0.237685016301244,4.02196244722068,2.01565712907971,0,0.80820600112928,0.515254210175834,1.34689181338386,0,0.99486423587157,2.59920993891533,2.74583162095511,3.82938285310913,0.103910631415987,0,0,0,4.43754597476423,0.331848674938179,0.0651322592892103,0,4.38484423828343,3.55150685342166,0.0491286396833226,1.51819531509662,0,3.13686844820628,0.255953258731648,0,0,0,0.22220365765943,2.46077787317034,0.490694090079587,0,0.249411328625028,0,0,0,0,2.61680408218271,0,0.633531625197063,0.161236618091711,0.267252934454301,0,1.18787242098981,0,0.267000789960899,0,6.46917965613792,1.10075842606898,1.82068066169495,0.829444312190971,0.0658608601416365,3.16052965074869,0,1.4355172417977,0,0,0.0569926396154378,0.69253060220781,0.324614248055073,1.46973791765049,3.68522738975413,0,0.469247197941349,1.23669552423431,0.100823064148791,4.49018624343081,4.52817514634684,0.539494669792707,1.67926306662868,0.49324227722963,0.974428657361026,1.63452836374406,0.141083113494562,4.04156394625514,0.218059022862649,0,0.1189495468905,0,0,0,1.94737992769447,0,0,2.01253340684962,0.223012446433401
"meta_mOTU_v2_5806",0,0,0,0,0.338784152067962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33364065135345,0,0,0,2.63934411322106,0,0,0,0,0,0,0,0,0,0,0.170145699786422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163858134195956,0,0,0,0,0,0,0,0,0,1.08838366424914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21964452687909,0,0,0,0,0,0,0,0,0,1.98399149821704,1.68353687297336,0.926785998043383,0,0,0,0,0,0,0,0,0,0,0.654483947180361,0,0,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5811",0,0.328141625610084,0,0,0,0,0,0,0,0,0.630914567410559,0,0.324876419974281,0.168356671086476,0,0,0,0,0,0,0.211235236995708,0,0.445717117368271,0.81229346598848,0,0,0,0,0,0,0,0.0819887112396387,0.0766715148826072,0,0,0,0,0.078872669225329,0,0,0.2488850939601,0,0.343292626165389,0.22346240108016,0,0,0,0,2.03113773343604,0.0794680214087101,0,0.208739943905569,0,0,0.335013367477075,0,0,0,0,0.331848674938179,0.127450621481073,0,0,0.200325181100705,0,0.506882863998337,0.293725487907806,0,0,0,0.138954830662869,0.435391839111141,0,0,0.790119180536916,0.49526973197724,0.380679761827754,0,0,0,0,0,0,0.0291640220271218,0,0,0.264452668198317,0,0,0,0,0.0435840007976156,0,0.670847489020043,0,0,0,0,0.0362496153791624,0.142491626112762,0.0902825039957242,0,0,0,0,0,0.171339309417244,0,1.2609174225583,0.100823064148791,0,0,0,0.287193678758273,0,0.111572545327522,0,0.865413300912468,0,0,0.548444466381113,0,0,0.313226142973538,0.257895304680547,0,0.292391419503003,0,0,0
"meta_mOTU_v2_5815",0,0,0,0.899360517430809,0.612947502176246,0,0,0,0,0,0,0,0,0.580252385648687,0,0,0,0,0,2.48858703805978,0,2.97733867017781,0.929773863674964,0,0,0.63685794461728,0,0,2.27481428939246,0.326154892231824,0,2.24563901264552,0,3.07609748018241,0,1.9208010344751,0,0,1.29892992452629,0,0,0,3.30237857135169,0.22346240108016,0.0905261805907196,0,1.54562529892578,0,0,0,0.835004721003006,0,0,3.68511522019619,0,0,0,0,0,4.70809696566426,0.0651322592892103,0,0,0,0,1.68937179749179,2.4237119511963,0,1.23809682324335,0,0,0,0.414707146634213,0,3.24907138209866,0,2.03387768022275,0,0,0,0,0,0,0,1.84855596030656,0,0,0.850733969732301,1.2469432943571,0.492219681274066,0,0,0.652910503879822,1.97348275506439,0,0.128845895854329,0,0,0.641344586902282,0,0.25548366051258,1.03398248188535,0,0.0510895598858818,3.65692643091493,1.13840924454452,0,0,0,0,0,0,0,0,0,2.39546808184364,0.968462901366922,0,0,2.49136128571197,0,0,0,0,0,0,2.65069849323838,0,1.33196351594781,0
"meta_mOTU_v2_5820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140931392169893,0,0,0,0,0.233161405649852,0,0,0,0.152816943959285,0,0,0,0,0,1.3095151638121,2.05198961568699,0,0,0,0,0,0,0.662502722377403,0,0,0,0,0,0,0,0,0,0,0,1.22958171672429,0,0,0,0,0,0,0,0.872912247298906,0,0,0,0,0,0,0,0.22220365765943,3.74975740978608,0.648160780273191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435840007976156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48649422400344,0,0,0,0,0,0,0.539494669792707,0,0,0,0,0,0,0.218059022862649,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5826",0,0.173380266252805,0,0.282510684304863,0.338784152067962,0,0,0,0.230843334036234,0,0,0,0,0.455579032703942,0,0,0,0.542728828726763,0,0,0,0,0.240003437178453,0,0,0.699823734595212,0,0,0,0,0,0.553664150145764,0,0.402110977029556,0,1.46455787849289,2.49906403108533,0,0.392819002953089,0.651836961616071,0,2.22383295569566,1.61336191917173,0.739959539963384,0.662502722377403,0,0.907817301861093,0,0,0,0.393465791096091,1.43960295478922,3.37305383407116,0.502058730730244,0.606705814692286,0.491474238474866,0,0,0.92496834082236,0,0,0,1.35048993935752,0.718509919214667,0,0.163858134195956,0,0,0.601853687395043,0,0,0,0.22220365765943,0,0.313910366716715,0.736019835921404,0.154755820372846,0,1.46438926421761,0,0,0.979131191732434,0,0.407875509137649,0.161236618091711,0.912185397173074,0,1.21081543334238,0.620501662242022,0.59288439413442,0,0,0,0.259828019684235,0.119466966009624,0,0,0,0.172773243077888,0,0,0.446419953944651,0.0922242338023989,0,0.413400953205019,1.0364744199232,0.58920127199125,1.92430557835295,0.213624518227954,0.956804691211108,0,2.332371941315,0.15492771363833,0,0.232277311969551,0.215132455499005,0.467490130112423,1.15884903777652,0.272166126257261,0.771513530132173,0,0,0,1.43155941197858,0,0.362524285357251,0.535393316058209,2.16964452025699,0.590546350508828,0
"meta_mOTU_v2_5843",0,1.01548393626044,0,0,0,0.668873694020108,0,0,0,0,0,0,0,0,0,0,0,0,1.14543043952156,0,0.395455434785386,0.864678483803054,0,0,0,0,0.121285888013542,0,0,0,0.0784309116061332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02662362150998,0,0,0,0,0,0,0,0,0,0,0,0.942700328235033,0,0,0,0,0,0.153064428328585,0,1.15623662060772,0,0,0,0,0,0.818152713716548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11264358503749,1.75591415907856,0,0.0759715218751713,0,0.378894882216816,0,0,0,0.195057993704902,0.179581971012457,0,0,0,0,0.111572545327522,0,0,0.142491626112762,0,0,0,0,0,0,0,1.00791936755871,0,0,0
"meta_mOTU_v2_5845",0,0,0,0.899360517430809,0,0,0,0,0,0,0,0,0,0.168356671086476,0,0,0,0,0,0.194255721713451,0,0.780996285448826,0,0,0,0,0.336982265481616,0,0.138861136323901,0,0,0,2.03955390301928,0,0,0,0.0614136153362601,0.224753056705539,0,0,0,0,0,0,0,0,0,0,0.0774205294130353,0,0.0734878269628745,0,0,0,0.153187793257789,0.0636380417634778,0.208131586998093,0.0762258013611507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25548366051258,0,0,0.0257709197958916,0,0,0.462900629967926,0,0,0.100823064148791,0,0,0,0.150731436209001,0.267598562094023,0.311753882275818,0.252598452149159,0,0.272166126257261,0.148971081756753,0,1.65470909818319,0,0,0,0,0.643091044133709,0,0,0
"meta_mOTU_v2_5849",0,0,0,2.94590775079886,0.338784152067962,0,0,0,0,0,1.97290602656433,0,0.81366540012668,0,0,0,0,0,0,0.899022872127723,0,0.864678483803054,0,0,0,2.18197262920684,0,0,0,0,0,2.13475142715636,0,0,0,0,0,0,0,0,0,0,0,0,3.91193924999278,0,0.369682290248054,0,0,0,0.334897306948597,0,0,0,0,0,3.44367332410033,0,2.00970782755391,0,0,0,0,0,0,1.8179751892761,0,0.11613758553786,0.175577399206059,0,0,0,0,0,2.57106340846829,0,0.338237004528854,0,0.15051632157519,0.281166661873622,0,0,0,0,8.10315256928351,0,0,0,0,1.183104093534,0,0,0.59334807014182,1.94911335607171,1.87826863205947,0,0,0,0.0362496153791624,0,0.175246413023053,2.22244640128298,0,1.61102286873412,0,1.32292435649573,0,0,0,3.35970266955347,0,0,1.09332916108754,0,3.31720337100637,1.62785721175254,1.80221894283169,0,0,0.148971081756753,0,0,0,0.57042995013168,0,0,0,0,1.17921944717434,0
"meta_mOTU_v2_5868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567907062963026,0,0.138861136323901,0,0,0,0,0.164194174591303,0,0,0,0,0.503119914229401,0,0,0,0,0,0,0,0.0589731443468451,0,0,0,0,0,0,0,0.291659893775148,0.0636380417634778,0.208131586998093,0,0,0,0,0,0,0,0,0,0,0.942700328235033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162757066647199,0.204738915021036,0,0,0,0,0,0,0,0,0,0,0,0.0569926396154378,0,0,0,0,0.171339309417244,0,0,0,0,0,0.15492771363833,0.411856252034164,0,0.644167036939583,0,0,0.272166126257261,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5883",0,0,0,0,0.612947502176246,0.437119889642341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9208010344751,0,0,0,0,0,0,0,0,0.0905261805907196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82142468648803,0,0,0,0,0,0,0,0,0,0,0,0,1.5580616175277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20939137422102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80012445110271,0,0,0.632883131346382,0,0.111572545327522,4.24693916701383,0,0,2.91201844740312,0,3.28780849402172,0,0,3.93437594960782,0,0,0,0,0
"meta_mOTU_v2_5890",0,0,0,0,0,0,0,2.02656751303342,0,0,0,0,0,0,0,0.203045616151874,0.464957126408018,0,0,0,0.838665278860507,0,0,0,0,0,0,0,0,0.592000298801569,0,0,0,0,2.26577314402409,0,0,0,0,0,0,2.02128092008718,0,1.41971281319684,0,0,0,0,0,0,0,0.951640168724991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163858134195956,0,0,0.175577399206059,0,0,1.19640953347373,0,0,0,0,0,0,0,0,0,0,0,0.26808299811315,0,3.50832905951681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121700497997482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25050290118949,0,0.652001760141552,0,0,0,0
"meta_mOTU_v2_5893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711006176162595,0.0597400397941804,0,0.159567479280132,0,0,0,0,0,0,0,0.15605158839682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268784258275841,0,0,0,0,0,0.187456107951425,0,0,0,0,0,0,0,0,0,0.126990361258292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111572545327522,0,0,0,0,0.157854739110448,0,0,0.78864318373351,0,0,0,0,0,0
"meta_mOTU_v2_5904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51421598253322,0.0619171163310511,0,0,0,0,3.89324945715848,0.0766715148826072,0,0,0,0,0,0,0,0,0,0,0,2.34476670163881,0,0,0,0,0,0,0,0,0,0.052890638657082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16792144287395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5907",0,0,0,0,0,0.160876650716096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140931392169893,0.240003437178453,0,0,0.0967575604821824,0,0,0,0,0,0.159567479280132,0,0.11151214777362,0,0,0,0,0,0,0,0.608312987998537,0,0,0,0,0.322325327601597,0.837500012503841,0,0.359680544854892,0.606513532778733,0,0,0,1.85355297855249,0,0,0,0.360400087907277,0.551417842294317,0,0,0,0,0,0.239298523443855,0,0,0,0,0,0.160179321972841,0,0,0,0,0.104992487272588,0,0,0,0,0.187456107951425,0,0,0.211212001747002,0,0,0,0,0,0,0,0,0.17830965421013,0.119466966009624,0.128845895854329,0,0,0,0,0,0.215591425256047,0.260672742971125,0,0.413400953205019,0,0,0,0,0,0,0,0,0,0,0.311753882275818,0,0,0,0.148971081756753,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711006176162595,0,5.21301288593524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905261805907196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7867860889922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30430545567505,0,0,0,0,0,0,0,0,0,0,1.00653625853401,0,0,0,0,0,0,0,0,0,0.71771839084094,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194255721713451,0,0.140931392169893,0.445717117368271,0,0,0.0967575604821824,0,0.0798861630436504,0.0711006176162595,0.326154892231824,1.15647360047426,0,0,0.785123740228265,0,0,0,0.078872669225329,0.0733532853383609,0.0801347149262486,0,0.120899433352213,0,0,0,0,0.115630012177087,0,0.470832339654153,0,2.18697959284569,0,0,0,0,0,0,0,0.191424859378492,0.0727575657699413,0,0,0,0.0699116933758982,0.0491286396833226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519366058131144,0,0,0,0.0896650767041478,0,0,0.094692798511451,0.181573516728403,0.0517465734692859,0.0836724889412877,0,0,0.0858898423821376,0,0,0,0,0,0.226779791839871,0.0362496153791624,0,0,0,0,0,0.73434622861288,0,0,0,0.484390325539643,0,0,0,0.15492771363833,0,0.158929621839795,0,0,0,0,0.148971081756753,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5940",0,0,0,0,0,0,0,5.20062109127435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798861630436504,0.0711006176162595,0,0,0,0,0,4.10782740803109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04213286346981,0,0,0,0,0,0,0,0,0,0,2.76426478371738,0,0,0.595757722423452,0,0,0,0.0858898423821376,0,0,5.82269757900116,0,0,0,1.51473284754902,0,0,0,0,0,0,0,0,0,0,0.520357405155492,0,0,0,0,0,0,0,0,3.1688596061061,0,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5944",0,0,0,1.44915355632434,0,0,0,0,0,0,0,0,3.07902572125999,0,0,0,0,0,0,1.52292895312681,0,0.140931392169893,0.240003437178453,0,0,0.502029317951331,0.0619171163310511,0,0,0,0,0.159567479280132,0,0.11151214777362,0.074374525448492,0,0,0,4.19920745976223,6.55437494114452,0,0,0,0,0.175705859208407,0,2.10306080044818,4.62527450409206,0,0,5.01356308972703,0,0.155950277961713,0.142816320141014,0,0.892864567864218,0,0.0762258013611507,0.130395794846599,0.208111536674565,0.127450621481073,0,0.119170747798045,0.0699116933758982,0,1.21603232957446,0,0,0,0,0,0,0,0.0785612066346567,0,0,0,0,0,0,0,0,0,0,4.73442794269451,0,0,0.101701189736417,0,1.9242616968033,0,0,0,1.2517807379777,0,0,0,0,0,0,0,0,0,0,1.82536491589281,0,0,0,0,0.195057993704902,0,0,4.95614706703607,0,2.071285124905,0,0,0,0,1.45441528371535,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5947",0,0,4.79913161783843,0,1.96775642683175,0,0,3.14169450816202,0,0,2.21939334837445,0,2.53570105864468,2.07663436666832,2.16233914733177,0,0,0,0,0,0,1.28488966560045,0.240003437178453,0.462576283789081,0,0.0967575604821824,0,0,1.24121832012086,0.172274750867238,0,1.5216717162564,0,0.11151214777362,0,1.67795289214397,0,0,0.273381725052844,0.228172513758249,0,3.38412711335615,2.0785361831819,0,0,0,0,0,0,0,0.334897306948597,0,1.01962880674893,0,2.5309911989573,0,0,0,0,1.35148749679584,0,0,0,0,0,0.566684820590715,0,0,0,0,0,0,0,0,1.2493910111832,2.74049193952941,0,0,1.28069884095909,0,0,1.74795354518129,0,0.0857808629591365,0.479386622662823,0,0,0,0,0.686980983633323,0,0.743957667824523,0,0.578542586360615,0,0,0,0,0,0,0,1.38504352228618,0,0,1.28563542137059,1.48649422400344,0.812802486897275,0,0,0,0,0,0,0,0,1.29118764099792,1.44475103888314,0,0,0.860635607735899,0,0,0,0,0,0,0,0,1.5961086716964,0
"meta_mOTU_v2_5954",0,0.328141625610084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395455434785386,0,0,0,0,0,0,0,0,3.27936054709193,0,0,0,0,0,0,0,0,0.273381725052844,0,1.57387318232538,0,0.123731828891483,0,0,0,0.939549177769662,0,0,0,0.21010525441185,0,0,1.10073616876551,0,0,0,0,0,0,0,0,0,0,0,0.0842541486530638,0,0,0,0,0,0,0.321663818823546,0,0.112398746721456,0,0.104992487272588,0,0.823559029511061,0,0,0.272776877994994,0,0.192755551686887,0.109467760092932,0,0.555247406051098,0.101701189736417,0,0.0715236936637883,0,0,0,0.259828019684235,0.517696065634821,0,0,0,0.139834321345111,0,0,0.111819126936454,0.411493553652882,0,0,0,0,0,0,1.15739722895612,0.483020694332955,0,0,0,0,0,0,0,0.272166126257261,0,0,0,0.932428038227961,0,0,0,0.292391419503003,0,0,0
"meta_mOTU_v2_5959",0,0,0,3.1704796841514,0,0,0,0,0,0,0,0,2.25953075252731,0,0,0.539409639376131,0,0,0,0,0,0.69215966687752,0,0,0,0.429575097337595,0,0,0,0,0,2.53481892453506,0,0.164194174591303,0,0,3.18407632482739,0,0,0,0,0.432585700489691,0,0,0.175705859208407,0,0.0589731443468451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88770217923019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326686448948911,0,0,0,0,0,0,0,0,0,0,0,2.69601929107613,0,1.35051101303197,0,0.926785998043383,3.89446609344127,0,0,0,2.27623297468775,0,0.539494669792707,0,0,1.19313074720916,0.252598452149159,0,0,2.05470060011711,0,0,0,0,0,3.66818863430279,0,0,0,0
"meta_mOTU_v2_5961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140931392169893,0,0,0,0,0,0,0.0711006176162595,0.850624039438106,0,1.76448230388065,0,0,0,0,5.08961099204441,0,0,0,0,0,0,0,5.52581462324708,0,0,0,0,0,0,0,2.14556579581391,0,0,0,0,0,0,0,0,0,0,0,0,2.50865248063919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27753331695636,0,0,0,0,0,2.84462538997371,0,0,0,0,0,0,0,0,0,0,0,0.678694649235221,0,0,0,0,0,0.463000521103602,0,0.150731436209001,2.47793528305878,2.63838453530107,0,0,0,4.07738393521911,0,0,0,0,0,0,0,0,0,0
"meta_mOTU_v2_5967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10810899384056,0,0,0,0,0,0,0,0,2.31444302511244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19794941008729,0,0,0,0,0,0,0,0,3.24464326018501,0,0,0,0,0,3.85379701483377,0.119170747798045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192619318980812,3.59944829489797,0,0,0
"meta_mOTU_v2_5975",0,0,0,0.282510684304863,0.612947502176246,0,0,1.56384158798943,0,0.419718716093251,0,0,0.324876419974281,0,0.341889484524679,0,0,0,0,0.656757221473908,0,0.496172816255063,0,0,0,2.42496085081788,0,0,0,0.117104374555617,0,0,0,0.357563315304676,0,0,0,0,0.273381725052844,0,0,0,0,0,0,0,0.544944689963271,0,0,0,0,0,1.31267578164917,1.76270610497472,0.2008372710039,0,1.80035462125035,0,0.066670599418671,1.96221645793398,0,1.03469187157687,0,1.09896249315367,0.0247734342556782,0,0,0,0,0,0,0,0.115375578508999,0.387146601876062,0.490694090079587,0.596439380541853,0.104992487272588,0,0.562202971451126,0,0,0.272776877994994,0,0,0.705439445664869,0.859219019813512,0,1.85971857946686,0,0.326686448948911,0,0,0.251905701579462,0,0,1.5664702148289,0.630121300035208,0,0.754464608465637,0,0,0,0,0.0510895598858818,0,0,0.462900629967926,0,0,0.844976892484628,0,0.463000521103602,2.58209749218045,0,0,0.215132455499005,1.10306493464192,0.269590217392863,0,0.148971081756753,0,3.14092471012306,0,0,0,0.28007155346623,0,0,0,0
"meta_mOTU_v2_5978",1.50232749022755,0.595303567662769,0.307463139212112,0.899360517430809,3.74850896563951,4.47469088368296,0,2.29654563951337,0,0,0,2.9808886265417,3.93257888247663,1.57552684259542,0.181048742073737,0,0,0.29673653913688,4.06674155087625,3.87702830244076,0,3.13731845607719,1.96196686800541,0,2.67157600097753,0.187431719793515,2.44069911583604,0,0.894373667248661,2.59241500440572,0,1.39907873115418,0,4.57909587163529,5.24113469069491,3.44933074339204,0,2.57166017344591,0.503119914229401,0,3.41911486330233,1.03488551764386,0.620396285068561,4.28010614200086,0.175705859208407,3.09816712899379,0.170145699786422,0,0,0,1.20566659093499,0.552903394449967,0,0,0.052890638657082,2.8069459000324,0,0.77005382469891,1.81013039457895,1.6177692050546,0.592626178589413,0.906041429677579,0.961411689417677,0,0.0730795033668738,1.28885969349998,0,2.35265595429844,4.27145638131525,0,0,2.65172243230553,0.115375578508999,0.0398152884558014,0.405008357441284,1.60782567997637,4.32359885417438,0,2.5901972011093,0,0,1.48738439974062,0,2.82067684211403,1.38737262675965,0,0,3.37140079657734,0.675474405579355,2.20434120446279,0,0,0.251905701579462,1.38492126479553,1.94448473902112,0,0,2.27200831717233,0.859356288864994,0,3.23192712589373,0.264806383978297,2.29770099459483,1.93722971873713,0.413400953205019,1.13840924454452,0.812802486897275,0.274608264143402,3.72782596168221,1.06058445757419,4.37509472785229,0,0.422337963280935,1.52217966694016,2.14910509182889,4.04598560821398,5.25255500380456,3.32775585890561,5.04776671480445,3.59638641723881,1.67667937494628,3.62580724760243,0.240860221783197,1.14562211394403,0.666483076856152,3.60184690229151,1.00791936755871,0,0.81453019599842,2.06218916476187
"meta_mOTU_v2_5983",0,0.467897996530552,0,0,0,0,0,0,0,0,0,0,0.463450569825801,0,0,0,0,0,0,0,0,0.140931392169893,0,0,0,0,0,0,0,0.326154892231824,0.152816943959285,0,0,0,0,0,0,0.078872669225329,0,0,0,0,0,0.22346240108016,0,0,0,0,0.0774205294130353,0,0,0,0,0,0,0.491474238474866,0,0,0,0,0,0,0,0,0.0247734342556782,0,0,0,0,0,0.0711497183538985,0,0,0,0,0,0,0.10935154225931,0,0,0,0,0,0,0,0,0,0,1.21018193425747,0.267000789960899,0,0,0,0,0,0,0,0,0.97592105579905,0.272166126257261,0,0.0569926396154378,0,0,0,0,0,0.232318545158179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476605699141432,0,0,0,0,0
