"","p001_Gop_NR","p002_Gop_R","p003_Gop_NR","p004_Gop_R","p005_Gop_NR","p006_Gop_R","p007_Gop_R","p008_Gop_NR","p009_Gop_NR","p010_Gop_NR","p011_Gop_NR","p012_Gop_R","p013_Gop_R","p014_Gop_NR","p015_Gop_R","p016_Gop_NR","p017_Gop_R","p018_Gop_R","p019_Gop_NR","p020_Gop_R","p021_Gop_R","p022_Gop_R","p023_Gop_R","p024_Gop_NR","p025_Gop_R","p071_Fra_NR","p072_Fra_R","p065_Fra_NR","p066_Fra_R","p067_Fra_R","p068_Fra_R","p069_Fra_NR","p070_Fra_R","p093_Fra_R","p103_Fra_R","p102_Fra_R","p101_Fra_R","p100_Fra_NR","p090_Fra_NR","p089_Fra_NR","p082_Fra_NR","p081_Fra_R","p084_Fra_NR","p083_Fra_NR","p086_Fra_NR","p085_Fra_NR","p088_Fra_R","p087_Fra_NR","p098_Fra_NR","p099_Fra_NR","p092_Fra_NR","p076_Fra_NR","p077_Fra_NR","p078_Fra_R","p073_Fra_NR","p074_Fra_R","p075_Fra_NR","p096_Fra_R","p097_Fra_R","p094_Fra_R","p095_Fra_NR","p079_Fra_R","p080_Fra_R","p091_Fra_R","p039_Mat_NR","p053_Mat_R","p032_Mat_R","p029_Mat_NR","p030_Mat_NR","p031_Mat_NR","p033_Mat_NR","p038_Mat_NR","p055_Mat_NR","p059_Mat_NR","p027_Mat_R","p026_Mat_NR","p064_Mat_NR","p042_Mat_NR","p028_Mat_NR","p051_Mat_R","p047_Mat_R","p046_Mat_NR","p044_Mat_R","p045_Mat_NR","p048_Mat_R","p054_Mat_NR","p057_Mat_R","p056_Mat_NR","p050_Mat_NR","p058_Mat_R","p061_Mat_R","p060_Mat_R","p062_Mat_NR","p052_Mat_R","p063_Mat_R","p035_Mat_NR","p049_Mat_NR","p037_Mat_R","p034_Mat_NR","p036_Mat_NR","p040_Mat_R","p043_Mat_NR","p041_Mat_NR","p005_Val_NR","p006_Val_NR","p007_Val_R","p026_Val_NR","p018_Val_R","p019_Val_R","p003_Val_R","p004_Val_NR","p001_Val_NR","p002_Val_R","p021_Val_R","p020_Val_NR","p024_Val_R","p027_Val_R","p023_Val_R","p022_Val_R","p015_Val_R","p014_Val_NR","p017_Val_R","p016_Val_NR","p011_Val_R","p010_Val_R","p013_Val_R","p012_Val_R","p009_Val_NR","p008_Val_R","p025_Val_R"
"ref_mOTU_v2_0599",0,0,0,0,0,0,0,0,0,0.225069262021716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819887112396387,0,0,0,0,0,0,0,0,0,0.120899433352213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119170747798045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19339510092681,0.0598863697275255,0,0.253831195237836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501045997399784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ref_mOTU_v2_0631",0,0,0,0,0,0,0,0,0,0,0,0,0,0.168356671086476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152816943959285,0.303230680709414,0.0766715148826072,0,0,0,0,0,0.0733532853383609,0.0801347149262486,0.129802925231585,0,0,0,0.25613550369909,0,0,0,0.779627691827215,0.0794680214087101,0,0,0,0,0.641656531742798,0,0,0,0,0,0,0,0,0,0.187209471063314,0,0,0.505023647463326,0,0,0,0,0,0,0,0.644482413354023,0.0534511397092155,0,0,0,0,0,2.07250229642821,0,0,0.912185397173074,0,0,0,0,0,0,0,0.046685679812085,0,0.128845895854329,0,0,0,0,0,0,0.0922242338023989,0,0,0,0.324472851824395,0,0,0,0,0,0,0,0,0.567965398198144,0,0,0,0,0,0,0,0.447552261704427,0.666483076856152,0,2.51552093671241,0,0,0
"ref_mOTU_v2_0632",0,0.173380266252805,0,0,0,0,0,0,0,0,0,0,0,0,0.618079677576901,0,0,0.936176624548455,0,0,0.558793567696354,0,0,0,0,0.0967575604821824,0,0,2.87080381226264,0.0597400397941804,0.0784309116061332,0,0,0.164194174591303,0,0,0,0,0.392819002953089,0,1.15307568378737,0,0,0,0,0,0,0.280508568329989,0,0,3.58812548114545,0,0,0,0,0,0,0,0,0.142021336853165,0,0,0,0,0,0,0,0,0,0.0330649995756816,0,0,0,0,0,0,0,0,0,0,0,0,6.34372792642169,3.93686278549338,0.109467760092932,0,0,1.21081543334238,0,0,0,1.3411626727261,0,0,0,0,0,0,0,0,0,0.0569926396154378,2.23838918196195,0.124483902857768,0,0,0,2.95312420985017,0,0,0.339264367020132,0,0,0.526598338207168,0,0.111572545327522,0,0.865413300912468,0,0,0,0,0,0,0,0,0.535393316058209,0,0,4.77676574089288
"ref_mOTU_v2_0633",0,0,0,0,0,0,0,0,0,0.591200753773746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885416663233351,0,0,0,0,0,0.27336094290365,0,0,0,0,4.20445198902973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0049638686104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827773096363098,0,0.387426418261069,0,0,0,0,0,0,0.100823064148791,3.58521746140767,2.332371941315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94180453787662
"ref_mOTU_v2_0642",0.492962686073565,0,0.161906826546387,0,0.338784152067962,0.160876650716096,1.30065947813371,0.355564075503778,0.230843334036234,0.591200753773746,0,0.483129541587868,0.171563703627458,0,0,0,0,0.29673653913688,0.683526335204746,0.194255721713451,0.211235236995708,0,0.240003437178453,0,2.21209966632861,0.760155951020992,2.33181409756151,3.09006961615359,0.540682254666014,0.420319063846214,2.90319429333803,0,2.28550115203711,0.11151214777362,2.55267458558597,1.67795289214397,2.1909285236613,1.33181691084844,0.701249876384505,2.77102100286585,1.70463363235472,1.89133760413638,2.82565752237233,3.12209013968751,0.25613550369909,3.42701112114021,0.0589731443468451,2.63749258358328,1.21606115546097,0.0794680214087101,0.143413077048723,0.830573235799354,5.18991479781927,0.604347842029748,1.79265788552553,1.59903389588155,3.36617792011209,2.69597110338353,0.191424859378492,1.09622855484183,2.74983986762571,1.45827354113165,1.84129358667321,2.47716538645953,0.668007581466771,0.163858134195956,0,0.740396212297688,1.86909550248001,0.158230808631181,0.0711497183538985,0.666420400711508,0.22220365765943,0.985046504641053,0,1.39962890269012,0.0534511397092155,0.10935154225931,1.14380682185778,1.75144177756654,0.852230193576566,0.636929384565831,2.07250229642821,0.614415206099094,0.109467760092932,0.492651056166373,2.28968251056896,2.68735910121602,1.09391949220665,0.326686448948911,0.442581759765991,0.821120023950964,0.251905701579462,0,0.229793194515302,3.34412234922052,1.49858297495294,0.422706663837284,0.204976875678322,0,0.879331023195991,0.0569926396154378,0.0621331450209113,0.171417926165317,0,0,1.46751304096962,0.432363653201724,0.640243637814013,1.79122771360498,0.339264367020132,1.46774536563929,0.422337963280935,1.2151106643463,0.267598562094023,0,0,0.141083113494562,0.272166126257261,0.218059022862649,0.230744667654132,0.861135034957652,0.509908402142848,1.49499037026473,0.666483076856152,0.362524285357251,0,1.70019006173107,0,0.73870099338214
"ref_mOTU_v2_0643",0.26743510586284,0.173380266252805,0.307463139212112,0,0,0,0.314873337353412,0.355564075503778,0,0.225069262021716,0,0.179626747500478,0,0,0.181048742073737,0,0.172178689452613,0,0,0,0.211235236995708,0,0,0,0,0,2.29361299255759,2.69281222560473,0.489689314718325,0.225412825404409,1.26106503032803,0,0.678436056769143,0.0568332128955956,1.21574777217781,0.257652856876481,0.798499454130048,0.224753056705539,0.449023330742944,3.21442454717724,0.2488850939601,0.764941166827391,0.237685016301244,0.587457886823414,0.25613550369909,2.24087732542804,0.459973272497945,0.778553377068601,0.28749513574487,0.594219016956841,0.503918780365094,0.391060204754237,3.09326379414398,0.142816320141014,1.08422688840008,0.0636380417634778,0.785948331334515,0.0762258013611507,0.130395794846599,0.0727575657699413,0.404102999244978,0.608182857152893,0.119170747798045,0.376195457788648,0.501493145522783,0,0.379697246802313,0,0.175577399206059,2.99607302088523,0.20371571599528,0,0.321663818823546,0.116293698159923,0.112398746721456,0.140642647381967,0.0534511397092155,0.0557115841473206,0.329512666347813,0.36390318412479,0.277292425877074,0.0967705456139431,2.53834787643076,0.11327731258862,0,1.39402679660767,0.555247406051098,0.196702758039133,0,0.204738915021036,0.534851229452417,0.166952340089498,0,0.0919078445304257,0.332278579846723,0.916459239661799,0,0.173338553120614,0,0.698537589705779,0.472458394099276,0.111819126936454,0.0922242338023989,0.926892805720709,0.28831658601039,0,0.324472851824395,0.315693565917222,0.110762661240453,0.366856921320808,0.179581971012457,2.18007975959308,0,0.150731436209001,0.232277311969551,0.111572545327522,0,0.387580989605334,0.142491626112762,0.148971081756753,0.366327774717808,0,0.240860221783197,0.313226142973538,0.984527449526633,0.192619318980812,0,0.999819696926481,0,2.00325216302225
"ref_mOTU_v2_0650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203581341834668,0,0,0,0,0,0.145102100131459,0.134570622237007,0,0.078872669225329,0,0.0801347149262486,0,0,0,0,0,0,0,0,0.220812207782586,0,0.21010525441185,0.208739943905569,0.155950277961713,0,0,0,0.142035330347292,0.0762258013611507,0,0.0727575657699413,0.127450621481073,0,0.331511675548137,0,0.0247734342556782,0,0,0,0,0,0,0.304338192165752,0,0,0.720885330444355,0.903321055312103,0,0,0.242788742969967,0.0999357343319841,0,0,0,0.0577501571966107,0,0.804233703925217,0.264452668198317,0.0517465734692859,0,0,0,0.205837160541915,0,0,0,0,0,0,0,0,1.31342486429169,0,0,0,0.151348697771984,0,0,0,0,0,0.179581971012457,0,0,0,0,0,0,0.269590217392863,0,0,0.760231103032014,0,0,0.313226142973538,0,0,0,0,0,0
"ref_mOTU_v2_0656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078872669225329,0.0733532853383609,0,0,0,0,0,0,0,0,0,0,1.52041495091557,0.21010525441185,0.108141941171211,0,0,0,0,0,0.0762258013611507,0,0,3.10766097178236,0,0,0,0,0,0,0,0.332086519849805,0,0,0,0,0,0,0.596439380541853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25548366051258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269590217392863,0,0,0,0,0,0,0,0,0,0,0,0
"ref_mOTU_v2_0683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711006176162595,0,0,0.0819887112396387,0,0,0,0.197423923001915,0,0,0,0,0,0,0,0,0,0,0,0,0.470832339654153,0,0.0734878269628745,0.108141941171211,0,0,0.103910631415987,0,0,0,0,0.0727575657699413,0.244550240905572,0,0.229244326058358,0,0,0,0,0,0,0,0,0.160179321972841,0,0,0.216670023010387,1.08838366424914,0,0,0.0519366058131144,0,0,0,0,0.0291640220271218,0,0.094692798511451,0,0,0.0836724889412877,0,0.0633362630912813,0.0858898423821376,0,0,0,0,0,0,0,0,0.25548366051258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215132455499005,0,0.141083113494562,0,0,0.157854739110448,0.1189495468905,0,0,0,0,0.153590448509891,0,0,0
"ref_mOTU_v2_0687",0,0.173380266252805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078872669225329,0.143156714015913,0,0,0,0,0,0.0905261805907196,0,0.0589731443468451,0,0,0,0.21010525441185,0,1.55612981851344,0,0.291659893775148,0,0,0,0,0,0,0,0,0,0,0,0,0.223618578785636,0.0904580455549062,0,0.0711497183538985,0,0,0,0,2.13062459193002,0,0,0,0,0,0,0.823323332817544,0,0,0.421360675495283,0,0,0,0,0,0,0,0,0,0.128845895854329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311753882275818,0,0.387580989605334,0,0.148971081756753,0.157854739110448,0,0,0,0,0,0.292391419503003,0,0,0
"ref_mOTU_v2_0692",0,0,0,0.282510684304863,0.612947502176246,2.29068585668244,0,0,6.98841264084327,0,4.60908382285008,5.29714549111712,5.40665132795684,0,0,1.14339805759145,0,7.27747136434773,0,0,0,0.864678483803054,0,0,5.33401374728833,0.760155951020992,0.336982265481616,0,0,2.36267681522916,4.62902684697386,0.61002439063292,0,3.88574441325507,0,0.0688537897791982,0,0,1.38788160414633,0.485238467338282,0,0.906217853679383,0.123731828891483,0,0.25613550369909,0,0.0589731443468451,3.01481200969349,1.93040481463771,3.95916601374983,0,0.552903394449967,0.936019374098178,0,0.894410269656725,2.70087006716187,0.0727649066418858,0.0762258013611507,1.92239641871993,0.987521384854853,2.52522372377478,1.82142468648803,0,0,0,4.05626063379138,0,1.59067567389117,0,6.11909554543935,5.87483663872143,5.05201281536012,5.31159435990569,0,3.27345375488935,0,0.104992487272588,0,2.98025256433636,0.19339510092681,6.09123640765745,3.58867771885504,0,4.58335353556253,2.66912904545036,6.38589151251591,0,4.83836540331836,0.162757066647199,3.42741534821754,0,0,6.35113235361307,1.38492126479553,2.62760804737959,4.52063496535005,0,0,3.8616131282772,0,5.02586808577068,0.682055799729643,0,3.8633141846666,0.28831658601039,2.57427085526351,1.86717355222562,0,0,0,3.91177798555773,1.59367094793286,3.47113009057758,0.911543772329576,3.85018351558642,1.03229000475822,0.654483947180361,0.141083113494562,0.872220878344919,0,2.043319535099,2.75664755680571,0,0.313226142973538,0,0.099521935495304,2.82090448312877,2.39202549222344,0.590546350508828,0.223012446433401
"ref_mOTU_v2_0725",0,0.173380266252805,0,0,0,0,0,0,0,0,2.95706117133023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967575604821824,0,0,0,0.670741638425729,0.0784309116061332,0.233186584716064,0.0766715148826072,0,0,0,0,0.078872669225329,0.701249876384505,0,0,0,0,0,0,0,0,0.441170009881016,0.58127263973402,0.887076969212067,0.0734878269628745,0,0,0,0,0,0,0,0.130395794846599,0,2.5367511437247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874679352829136,0,0,0.346363538434156,0,0,0,0,0,0,0,0,0,0,0,0.0601234983084903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171380064642699,0,0,0,0.487513322049109,0,0,0,0,0.230744667654132,0,0.164955333779886,0,0,0,0.535393316058209,0,0,0
"ref_mOTU_v2_0741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967575604821824,0,0,0.0711006176162595,0,0.0784309116061332,0.0819887112396387,0,0,0,0,0,0,0.143156714015913,0.0801347149262486,0,0,0,0,0,0,0,0,0.220812207782586,0.0794680214087101,0,0.108141941171211,0.155950277961713,0,0.052890638657082,0,0,0,0,0.0727575657699413,0.352854624439416,0,0.119170747798045,0,0,0,0,0,0,0,0,0,0,0,0,0.328825173003228,0,0,0,0,0,0,0.174081961375513,0,0,0,0,0,0,0,0.124008522136988,0.0435840007976156,0,0,0,0,0,0,0,0,0.0902825039957242,0,0,0,0.151348697771984,0,0,0.232318545158179,0,0,0.179581971012457,0,0,0,0,0,0,0,0,0,0.230744667654132,0,0,0,0,0,0,0,0,0
"ref_mOTU_v2_0767",0,1.66487391014175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81979202529583,3.50812822134518,0.838665278860507,0,0,3.38543234183233,0,1.1690351629876,0,0,0,0,0,0.159567479280132,0,0,0,0,0,0,0,0,0,0.232446086000371,0,0,0,0,2.7021195710982,0.652902155072182,0,0,0,0,0,0,0,0,0,0,0,3.21350356010413,0,0,0,0,0,0.239298523443855,0,0.505023647463326,0,0,0,0,0,0,0,0,0,0,0.242788742969967,0,0,3.03829700425159,0,0,0,0,0,0,0,1.5006660172803,0,0,0,0.21964452687909,0,0,0,0,0,0,0.331492548494374,3.2963980894383,0,3.58861339124418,0,1.48649422400344,0,0,4.34421319231011,0,0,0,0,0,0,0,0,0,0,1.39598203293326,0,0,0,0,0,0,0,0,0,0
"ref_mOTU_v2_0775",0,2.30994040779805,0,0.282510684304863,2.77044572893158,3.09589754774711,0,0,2.55055117508558,0,4.99554984594918,5.26765577026371,3.72781389165619,3.7941954480265,1.45322798086103,1.56785524445099,0.325982201921919,5.46468587378118,0,6.23044802795912,0,2.75414708898792,3.56799907893699,0,0,2.1371759652433,2.40530941353481,4.51133942255356,0.138861136323901,5.3984430271365,4.6864997446394,0.61002439063292,4.57712247166137,3.15630944166845,0,2.12859978670519,0,0,3.4056288416693,6.54027833562874,0,0.335983690108782,0,0,0.602236043255842,0.150056680846994,2.08898108218206,1.74882734282127,0,0,3.10929346537098,4.00206901382846,5.55472900760536,4.50106461416412,0.773561502231376,0.124587167789305,2.56422845686386,0.0762258013611507,0.249976702209441,1.40882105165416,0.127450621481073,3.80952361060928,0.119170747798045,0.200325181100705,5.35603978195954,6.01810077863376,0,7.93234880733842,5.42394423289167,6.87648534965065,7.93468259551478,4.28934104798151,3.55337953327252,5.04612531106902,0.856182138359657,5.90887368865164,0.780010612509218,4.51420143173694,1.71045665818686,0.0999357343319841,0,4.48783947621934,2.90235046424825,3.8039629464659,4.14986164374106,2.01888698970898,4.28106938026425,3.96754881140595,3.16055251625467,3.56388066640151,0.0633362630912813,2.56251678887775,2.01879945114291,3.15806680463238,6.27596448669204,4.08132946836433,3.34031329217861,5.60344972809904,5.21851672933131,0,8.12384412094801,1.57262438014564,0,3.40688303723583,1.21864901307046,0.378894882216816,3.72596253430149,0.0974604893642962,0.110762661240453,7.17748717216063,0.339264367020132,7.27270157270537,1.30670309566964,0.150731436209001,5.86896212550937,0.487513322049109,3.11337337311112,2.51745301887045,5.81318666446481,2.61178277842491,0.157854739110448,4.93379423046701,4.46446294619605,0,0,6.08725978754751,5.32120672911511,0,0.81453019599842,3.22626321365139
"ref_mOTU_v2_0776",0,0,0,0,0,0,0,0,0,0.225069262021716,0,0,0.589873033807913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358883102745891,0,0,0,0,0,0,0,0.0774205294130353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679329420293795,0,0,0,0,0.0711497183538985,0,0,0,0.216670023010387,0.49526973197724,0.538967917937818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916867812201597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111572545327522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ref_mOTU_v2_0786",0,0.712365159943657,0,1.33008122158228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44869223330399,0,1.01875327720246,0,0,0,0,0,0,0,0,0,0,0,0.0568332128955956,0,0,0,0,0.0733532853383609,0,0,0,0,0,0,0,5.06801504487786,0,0,0,0,0.108141941171211,0,0,0,0.0636380417634778,0.0727649066418858,0,0.066670599418671,4.63189083631326,0.187188187270424,1.71023069921631,0,0.0699116933758982,2.44198762825683,0,0,0,0,0,0,1.97660212454881,0,0,0,0,0,0.930205542581192,0,0,4.6210377316876,0,0,0,0,0,0,0,0.0836724889412877,0,0,0,0,0,0,0,0,0,0,0,2.24657840932934,0,0,0,0,0,0,0,0,0,4.0681656184015,0,0,0,2.16792144287395,0,0,0,0,0,0,0,0,0,0,0,0.535393316058209,0,0,0
"ref_mOTU_v2_0858",0.26743510586284,0.467897996530552,0.439670512296447,1.55914317490955,0.612947502176246,1.12410484179898,0,2.94629254162624,2.82236830737929,3.56136709279597,3.26211632689054,2.42639820536134,1.53315393245993,3.32707965954562,2.6356617406954,3.19547326870496,4.34108444029768,2.84112602168487,3.5241954116285,2.45105187960877,2.73907963327047,0.597491731803847,1.66536807461919,0,3.27631554621235,0.699823734595212,2.97906630435062,2.94828076655011,1.04325627313164,0.46519236804446,3.28029874363951,0.159567479280132,0,0.913768442464315,2.55267458558597,2.19170813625673,2.58522389166654,2.30260220821151,2.72970831110176,0.847703891744552,1.66235011109738,0.906217853679383,0,1.22666758721003,0.332317018625357,3.93070882055167,1.56609898523458,2.5868534778933,3.52038048743498,1.95904519711775,0.273850162753013,2.58055743607435,1.98842530721323,1.8485806053917,0.773561502231376,2.94852263557403,3.62397844105692,3.99281504128357,2.09203536780824,0.987521384854853,1.86088658762635,2.16850944708774,1.87555290887512,2.28477758806144,1.9606696123298,1.71602595204226,0.537647133678146,2.53063797735446,1.15669118190036,2.1701553944567,0.489983169938374,1.19640953347373,1.968642098789,1.39120009280728,0.571574758362036,0.903321055312103,0.29450767509518,2.11988350219243,3.82368228426623,1.65616300212404,0.852230193576566,2.63302998865985,0.823323332817544,2.67605427189148,2.15979936034466,0.183551310510602,2.30933484737269,1.36194649609882,2.01625438259053,1.47451767954061,2.12629415644353,3.36363903458063,0.918616792866367,0.757600103052276,3.54909543306215,2.3534421042183,3.73586224484337,1.9453024865204,1.29298475743354,0,2.76809457370603,2.02233829887821,2.56777094559796,1.03235849255692,0.28831658601039,0.536568293862531,3.81913208983396,2.1109328151716,2.50289983837236,1.96177279296209,1.57934193563454,2.96556298651344,1.85096505172015,2.10566626467747,2.14910509182889,1.08791994626209,0.654483947180361,1.01957873427806,2.14591350757678,1.33508179803495,3.01989041688923,0.640283313818983,2.54726588458442,1.43155941197858,0.984527449526633,1.74708923502063,2.51552093671241,3.0440772080441,0.81453019599842,2.8450327989536
"ref_mOTU_v2_0859",0,0.595303567662769,0,0.72152951353857,0.843236935095625,1.2723786753741,0,2.12228473067274,1.14707555602221,0,0.936774675254453,0.339344535842641,1.17809996216147,1.69063991477366,1.52200953852305,0,0,1.37770042256274,0,0.782969413163421,0,0.496172816255063,1.18076423380378,1.93922764423226,0.396110995937206,0.927347180705636,0.690575665855114,0,4.59016113430721,1.96981451218072,0.0784309116061332,1.5792708328909,0,0.311596159407476,3.36613809736022,3.50629737470219,0.120319329303589,4.553173771297,0,2.1463309369705,3.83535176074045,4.09456681148887,4.84601009830457,4.96142908810718,0.0905261805907196,0.150056680846994,1.89222096990918,0.0996870429688812,4.46693540869989,0.0794680214087101,2.56369686977322,3.23367824971751,0.651477695100924,0,2.42463514305149,2.28641283537746,0,0,2.71831632975251,4.33186720283467,0.0651322592892103,2.83132537326048,3.22538417253138,0.0699116933758982,0,0.239298523443855,0,0.587821915374933,1.61854939718235,0,0,1.58315432872712,0,3.06338549814861,1.81218952788142,0.644482413354023,0.421909493470142,0,2.45206212240476,0,0.277292425877074,2.40636623178439,5.96268371704026,0.243408289565746,1.27437670696858,1.91890448748706,0,0.0517465734692859,2.55983423951492,1.08281856347893,0.442581759765991,1.56703395535566,0.251905701579462,0.298922541364036,1.40072097283881,0.302812263641807,0,0.785286921251996,0,0,0,1.1167332449576,0.960643579052983,0.239074620935529,3.01415225822335,0.926785998043383,0,2.85201461755948,1.56319387535233,2.68456779233129,0.613741623816102,0,1.43321985598344,2.24625404725329,0.432291863534924,0.215132455499005,0.654483947180361,1.01957873427806,0.391140210443324,1.56462767616266,1.70253620701848,3.38001661097544,1.64145304713828,3.31786435987222,0,1.61877084860737,1.16071201205691,0,2.40584089635221,0.41612236839192
"ref_mOTU_v2_0860",0,0,0,0,0,0,1.43686386173202,0.355564075503778,0,0.419718716093251,0,0,0.463450569825801,0,0.341889484524679,0,1.5984321207733,0.936176624548455,3.21456443120942,0,0.211235236995708,0,0.240003437178453,0,2.16205319694976,0,0.233161405649852,3.13751099094165,0.771673746926487,2.46564516881886,2.17624288172921,0.0819887112396387,3.39942820646178,0.11151214777362,2.1841528285672,0.197423923001915,0.605828610325422,0,0,0.0801347149262486,0,0.432585700489691,0.343292626165389,2.0056085613034,0.473579861180774,0,0,0.778553377068601,0.150897125722127,0,0,0.47425007998857,0.155950277961713,0.604347842029748,0,0,2.25589884133852,0.0762258013611507,0.130395794846599,0.142021336853165,1.78558601370963,0,0.229244326058358,1.77945692025561,0.603689229535116,0.239298523443855,0,0.505023647463326,0,3.49742126636167,0,0,0.321663818823546,0.476900960649878,0,0.546741195585954,0.0534511397092155,0.596297043411908,0.370994924924088,1.40582444165139,0.277292425877074,0.0967705456139431,0,0.0291640220271218,0,2.32263258361549,0,0.663849308371279,0,0.139668357714349,0.182231863562081,0.690123534602097,0.0889461937621716,0.0919078445304257,0.517696065634821,2.3534421042183,1.35151686063904,0.820477208099086,0.0362496153791624,0,0,0.0569926396154378,0.0314010359004021,0.100431613760308,0,0,0.171339309417244,0,0.355350305486135,1.98833517527658,0,0,0,0.287193678758273,0.302075673967726,0,0,0.269590217392863,0.787991331929936,0.283989120270957,0.490256354499862,0.17493790991604,0,0,0,0.192619318980812,0.292391419503003,2.80704581727691,0,0.586408811660221
"ref_mOTU_v2_0882",0,0,0.439670512296447,0,0,0,0,0,0,3.85864437462857,0,0.339344535842641,0.171563703627458,0,0.181048742073737,0.381008404325274,0,0.29673653913688,0.489584452643898,0,0.211235236995708,0,0,0,3.20396066938542,0.699823734595212,0.121285888013542,0,0.138861136323901,0.0597400397941804,0.152816943959285,0,0.284903411578819,0,0.612630437247447,0.0688537897791982,0.231372019069323,0.078872669225329,0,0,0.2488850939601,0.120899433352213,0,0.22346240108016,0,1.14126518047992,0.0589731443468451,2.7337314413416,0.150897125722127,0.421985448404877,0.273850162753013,0.108141941171211,0,0.142816320141014,0.103910631415987,0.0636380417634778,0.142035330347292,0.217564821170056,0,0,1.43759594935339,0.335905108342738,0.229244326058358,0.136591538774768,0.119820395620715,0,0,0.11613758553786,0.175577399206059,0.946613119066606,0.0711497183538985,0.160179321972841,0.22220365765943,0,0,0,0.104992487272588,0,0.1020682970438,1.58895812510554,0.117385612865112,0.0967705456139431,0,0.0291640220271218,0,2.22133644196238,0.264452668198317,0,0,0,0.124008522136988,0.166952340089498,0,0,0,0,0,0.117841305492947,0,0.501045997399784,0,0,0,0.0759715218751713,0,0,0.171339309417244,0,0.309638055716998,0.283513216714091,0,0.463000521103602,0,0,0,0,0,0,0,0,0.366327774717808,0.17493790991604,0.240860221783197,0,0.666483076856152,0,0.292391419503003,0,0,1.00216892304578
